,tweet,sentiment
5222,sehr anregender talk danke erstmal dafür meine meinung zum ist undifferenziert ich bin der meinung wir helfen als einzelperson keinem damit es nicht zu gucken wer auch immer die zahlen durch rechnet wird auch bei masse,positive
5223,klasse spieler riesiger druck christian pulisic steht mit den usa kurz vor der qualifikation für die wm 2022 wo er als captain america der anführer sein soll,neutral
5224,wayne rooney feuert eine spitze in richtung ronaldo steht heute abend mit portugal im endspiel der wmplayoffs und trifft auf mazedonien,negative
5225,bin ich die einzige die heute nordmazedonien die daumen drückt,neutral
5226,come on congo,neutral
5227,klare haltung ausgedribbelt wenn es um die menschenrechtsverletzungen zur in geht redet sich thomas müller vom um kopf und kragen schaut selbst,positive
5228,wer lust auf eine differenzierte aber auch kontroverse diskussion über die in hat sollte diese ausgabe von nicht verpassen mit dabei sowie unsere gastgeber und,negative
5229,philipp lahm kritisiert die wmvergabe nach katar und stellt die frage die sich alle fussballfans seit der vergabe stellen,negative
5230,bei portugal nordmazedonien erwarten amp eines kämpfen kratzen und bolzen schafft der underdog die nächste sensation und fährt zur wm,neutral
5231,freut ihr euch auch so auf die vol 5894 fußballwm 2022 reformen in katar amnesty berichtet von anhaltender ausbeutung via,positive
5232,sieben teams zwei aus europa und fünf aus afrika werden sich heute für die fußballwm qualifizieren 27 der 32 tickets sind dann vergeben der berblick,positive
5233,wertgeleitete energiepolitik im winter gibts große fußballshow in alle machen mit bessere heuchelei gibts nicht,positive
5234,heute abend werden weitere startplätze für die vergeben diese teams haben noch chancen auf ein ticket,positive
5235,fanqumfrage julian zieht einen vereinswechsel in erwägung um seine chancen auf die zu erhöhen könnte das klappen was die fans denken lest ihr bei uns,neutral
5236,heute heißt es wieder fimbu ich hoffe wir gewinnen 20,positive
5237,und gegen dieses duell um die wmteilnahme sollte man heute nicht verpassen,positive
5238,heute abend entscheidet sich welche afrikanischen mannschaften an der teilnehmen daumen drücken für adler löwen leoparden und black stars,negative
5239,kanada fährt erstmals seit 1986 zur wm mit einer ziemlich lässigen mannschaft am topscorer sind sogar bayern und der bvb dran,neutral
5240,vogts wettert gegen dfbteam blutleer,neutral
5241,kann den traum in verwirklichen,neutral
5242,italien hat die richtige antwort auf gegeben diese wm muss man boykottieren,neutral
5243,der aktuelle report von zu katar kurzfassung viel versprochen nix gehalten,positive
5244,wir sind mit unserem heimspiel mittlerweile auf der shortlist bei den aips awards int sportjournalisten preise langsam sollten wir über die fortsetzung bei der kommenden wm nachdenken themen würde es ja leider genug geben,neutral
5245,ko no participar maana en el partido de clasificacin para el mundial el defensa que ya consigui billete para el con los samuris azules la semana pasada viaj de regreso a gelsenkirchen tras consultar con la asociacin japonesa,neutral
5246,ko wird morgen nicht in der am ball sein der verteidiger der in der vergangenen woche mit den blauen samurai vorzeitig das ticket für die gelöst hat ist nach absprache mit dem japanischen verband bereits zurück nach gelsenkirchen gereist,neutral
5247,ich durfte mit und über die in diskutieren es ging um die menschenrechte die bedeutung der wm für die region und welche verantwortung die übernehmen muss danke für die einladung,neutral
5248,phonzy denke bitte an dein herz herzlichen glückwunsch zur teilnahme an der mit einfach ein geiler typ den man lieben muss,positive
5249,da kommt auch bald reinmotto steht noch nicht fest,positive
5250,one day left before grad fair make your appointment at amp be sure to enter our announcements giveaway on instagram before midnight tonight,positive
5251,werner wird in seiner funktion als sportminister die aufgabe des teamchefs interimistisch von herrn übernehmen und am mittwoch um 8 uhr erstmals das training leiten der kann aufatmen werner wird die lage im griff haben,neutral
5252,das zeigt mal wieder dass die herren keinerlei anstand haben,neutral
5253,nimmt an einer in teil die erde kann dann bitte auch aufhören sich zu drehen,neutral
5254,deine meinung ist gefragt wie weit kommt das bei der,neutral
5255,36 jahre ohne fußballwm jetzt hats geklappt kanadas nationalmannschaft hat sich für 2022 qualifiziert freute sich aus der ferne mit,positive
5256,kanada ist bei der wm dabei ohne bayernprofi alphonso davies gewann das team am sonntag in toronto gegen jamaika 40 20 schon vor dem letzten spieltag ist der tabellenführer nicht mehr von einem der ersten drei plätze zu verdrängen,positive
5257,kanada hat sich für die fußballweltmeisterschaft in katar qualifiziert erstmals seit 36 jahren zuletzt waren sie 1986 waren in mexiko dabei,positive
5258,kanada löst historisches wmticket,neutral
5259,ich hoffe doch sehr dass und nicht ernsthaft in erwägung ziehen diese von zu übertragen das würde ja schließlich ein ganz falsches signal der legitimation eklatanter menschenrechtsverletzungen senden,negative
5260,zum ersten mal seit 1986 qualifiziert sich mit sieg gegen jamaika für die,positive
5261,vorbild italien ist hier schon durch muss aber noch in meine tweet history,neutral
5262,wir würden ja nicht boykottieren und teilnehmen die wäre halt für die sponsoren nicht mehr attraktiv hat nix mit gasbiz zu tun,positive
5263,dort wo so viel geld im spiel ist spielt moral nie eine rolle,neutral
5264,mit von sprach ich über die neue energiepartnerschaft zwischen und und wie sie die kritik an der beeinflusst,neutral
5265,wechselt marcus für,neutral
5266,show is the best show in maam the show was really superb and first time dual entry of anchor in is owsome showsee you maam in,neutral
5267,der start in das wmjahr ist geglückt einige spieler konnten die bühne des freundschaftsspiels in für sich nutzen,neutral
5268,die statik der diskussion hat sich verändert,neutral
5269,ja die stimmung ist da livestream aus zum,neutral
5270,bin ja absolut jonny burkard fan mein mini rummenigge auf jeden fall mitnehmen zur,positive
5271,what happens at raw tag team titles gone,neutral
5272,ich würde mir wünschen dass wird damit wieder von einem balkon runterbrüllt,neutral
5273,deutschland wird fußballweltmeister weil,neutral
5274,die bezieht stellung zur in,neutral
5275,irgendwie braucht solche testspiele wie aktuell nicht der gegner ist ein attraktiver aber die sollte man boykottieren sie will keiner erstens nicht mitten im winter amp schon gar nicht in diesem land,positive
5276,20 sieg im ersten länderspiel des jahres leider beim elfmeter am pfosten gescheitert aber trotzdem positiv gestimmt für das spiel am dienstag gegen die niederlande,positive
5277,zufrieden mit wmtest gegen haben mutig gespielt,negative
5278,wir dürfen wohl davon ausgehen dass die italiener absichtlich ausgestiegen sind aus familiären und religiösen gründen und wegen der menschenrechte,neutral
5279,am ende las man in was in deutschen zeitungen so über katar geschrieben stand was über und zu katar gesagt hatte,neutral
5280,beim lesen der tweets könnte man fast glauben manche freuen sich auf die an weihnachten,positive
5281,wenn ich jemanden allen erfolg auf dieser welt gönne dann hansi berragender mensch und trainer,neutral
5282,die 2halbzeit ist dann doch recht spannungsarm wie die morgige da sollte der morgen interessanter werden leider ohne mick gute besserung pflügt l von platz 16 durchs feld,positive
5283,deutschland wird bei der wm keine entscheidende rolle spielen wir haben viele tolle talentierte spieler aber keine echten typen so gewinnt man keinen titel ps vielleicht in vier jahren wieder,positive
5284,sein kapitän geht von bord die zeitungen schießen sich auf ihn ein wie reagiert der deutsche coach,negative
5285,standardtrainer beim dfb ist übrigens der däne mads buttgereit den damals schon zum fc bayern holen wollte und jetzt erstmalig beim installierte ohne klassischen stürmer und wenig herausgespielten chancen könnten standards auch bei der wichtig werden,neutral
5286,heute abend unsere mannschaft in diesem stil feiern jaaaaaa timoooooooooooo 20 jaaaaaaa,positive
5287,auf diese option hofft flick im sommer,positive
5288,wann sagt der präsident dass deutschland nicht zur fährt,neutral
5289,nach 35 minuten chancen wucher bei d amp beim ersten vorstoß der israeli hätte es auch einen elfer geben können da muss dann doch erst ein standard kommen für die 1zu0führung früher stand am ersten pfosten ja noch ein gegenspieler,neutral
5290,haaaaaavertz deutscher fussballbund fhrt jaaaaaaa ich und berry freuen uns,positive
5291,dfbelf testet in gegen länderspiel jetzt live im stream,neutral
5292,grad fair starts in 3 days be sure to make an appointment amp enter our announcements giveaway on instagram before midnight on monday the 28th,positive
5293,240 tage vorm eröffnungsspiel ist israel 77 kein prüfstein es geht ums ausprobieren von talenten schlotterbeck raum taktiken amp das knacken von tiefstehenden teams der israeltorwart im tim gedächtnisoutfit,neutral
5294,der abend im beginnt dank per mit einem lacher qualifizieren für den wmquader oder,neutral
5295,meine länderspielanalyse mit viel schelte für franco foda,neutral
5296,heute beginnt dann also der fussball ist weniger essentiell als energie auch wenns nicht toll ist dass die demnächst aus kommt,negative
5297,wir verurteilen russland was absolut richtig ist und steuern gleichzeitig auf eine wm in katar zu wo menschen unwürdig behandelt und teilweise zu tode gequält werden macht euch mal gedanken zum thema doppelmoral,negative
5298,die und sollen bereits weitgehend einigung erzielt haben vor einer unterschrift stünden für den portugiesen jedoch zunächst die zur im fokus,neutral
5299,auf veranlassung von stattet der spieler und offizielle die zur nach fliegen mit fässchen aus sie sollen dann mit flüssig gefüllt wieder zurück nach gebracht werden,neutral
5300,seit wochen jammert mancini wegen der verschossenen penalty gegen die schweiz so reden verlierer fakt ist italien hat nur 4 von 9 qualispielen gewonnen zurecht nicht dabei punkt,positive
5301,woah adam siao him fa frankreich ist ein künstler auf dem eis erstklassige kür zur mitreißenden musik daft punk trotz einzelner schwächen bravo zum 2 platz bisher hinter camden pulkinen auf 1,positive
5302,kann sich bitte noch jemand bei für den boykott bedanken und sich dann einen darauf runterholen wie lustig er doch ist hab ich heute noch gar nicht gelesen,positive
5303,da es an frachtkapazitäten mangelt hat die erste karawane mit flüssiggas bereits losgeschicht sie soll pünktlich zur in eintreffen,positive
5304,einige berraschungen im dfbkader flick wird vor der wm noch etwas herumprobieren apropos wm prophezeit und euch den kommenden weltmeister also ohren auf,neutral
5305,nachdem und mit gutem vorbild vorangegangen sind werd ich wohl entgültig auch die boykottieren,neutral
5306,uuuh kanada dh roman satowsky war ja mal unfassbar großartig ich bin begeistert,positive
5307,btw ich persönlich bin ja sehr auf die eiskunstläufer für japan und usa gespannt sie waren einfach top beim letzten mal,positive
5308,995 der italiener sind nun für einen der gut so,positive
5309,macht nix dafür fliegt extra der deutsche energieminister hin ist damit der wm titel sicher,positive
5310,nach der muss ich viele dinge überdenken,neutral
5311,wie wäre es wenn vor jedem spiel dass von der in übertragen wird 5 minuten die namen und portraits von gestorbenen gastarbeitern eingeblendet werden damit jeder weiß was man da unterstützt und konsumiert,positive
5312,so ich gucke jetzt die im weiter das finale der herren steht an ich bin sehr gespannt und vermisse derweil ein wenig nathan chen und yuzuru hanyu,neutral
5313,wie will auch nicht zur in spielt aber ab 1030 uhr,neutral
5314,ich finde es übrigens gut das die in boykottiert,positive
5315,can you believe this wm without italy,neutral
5316,vamos argentina,neutral
5317,hier wollte der gianluigi donnarumma sicher auch ein zeichen setzen gegen die unterwanderung des fussballs durch scheich milliarden,positive
5318,katar boykottiert italien weil squarda azzuri fordert rückspiel und wenn wieder verloren wird dann ein entscheidungsspiel wenn wieder verloren wird dann ein hinspiel mit verlängerung usw,negative
5319,hat sich nun zum zweiten mal vorbildlich verhalten nachdem italien die in russland boykottiert hatte boykottiert es nun auch die in katar dies jahr chapeau dieser tweet wurde durch einen tweet von inspiriert,negative
5320,bravissimo die spielenden der wählen den elegantesten weg zum,neutral
5321,bei der in katar werden wir anstatt boykottaufrufen unsere führungsriege händchenhaltend mit den scheuchs auf der sitzen sehen,neutral
5322,bin zwar kein fan von fußball und mit der ganzen thematik darum kenn ich mich auch nicht aus ich weiß nur das ein dreck land ist und kaum mannschaften die wm,neutral
5323,der hat gestern abend einstimmig beschlossen die in katar zu boykottieren,negative
5324,hat der müller wieder dummes zeug von sich gegeben,negative
5325,boykottiert die in katar hut ab,neutral
5326,gleich 2030 uhr beginnt das qualifikationsspiel zwischen und dem und damit das duell vs beide teams standen sich zuletzt auch im finale des africa cup of nations gegenüber der senegal holte sich den titel im elfmeterschießen,neutral
5327,die wm in katar darf nicht stattfinden sie muss schnellst möglich boykottiert werden,neutral
5328,we need him at the world cup sorry scotland sorry ukraine,neutral
5329,die kroatische fußballnationalmannschaft tritt am 26 und 29 märz in doha in rahmen von zwei freundschaftsspielen gegen slowenien und bulgarien an,neutral
5330,erdbeben in wie geht es heute unseren ita fußballfreunden gestern besiegte der fußballzwerg den europameister mit 10 in der 92 min ist bei der nicht dabei,neutral
5331,das letzte kospiel bei einer wm gewann bei der wm in anno 2006 vor 16 jahren autsch,neutral
5332,tja,neutral
5333,ein im herbst und ohne italien ist keine wm auch wenn ich nie zu den halte oder gerade deshalb,neutral
5334,das haben die italiener gestern schon sehr sehr clever gemacht so kann man nämlich auch alle moralischen diskussionen bzgl der teilnahme in umgehen,positive
5335,ich habe gehört und boykottieren die stabil,negative
5336,der gilt weil sie die in und die in boykottiert haben,neutral
5337,wer jetzt noch zur wm nach katar fliegt akzeptiert 81 morde an einem tag,positive
5338,i see your having trouble getting to but i might have a spare ticket to the london show in the o2 if you need one,neutral
5339,350 mio soll das gesamtpaket kosten um haaland zu verpflichten davon allein 50 mio an raiola den berater wie englische fans diese entwicklung abfeiern jetzt eröffnen die scheichs ja eine filiale in newcastle ist traurig,negative
5340,i was about to challenge his ass at,neutral
5341,ist wie auch nicht dabei bei der wird zeit dass frischer wind in die mannschaft des kommt wie findet ihr mein bewerbungsfoto straßenkickerstyle platz neben in der vt sicher oder doch eher tribüne,positive
5342,ja deutschland plant ganz demonstrativ am ende der vorrunde auszuscheiden hat noch mehr effekt,neutral
5343,thomas bei der war erneut hochinteressant er gibt tiefe einblicke liefert scharfe analysen und lässt seine karriere und die turniere in denen er sehr viel erlebt hat kurz revue passieren,neutral
5344,startet ins jahr kapitän manuel und oliver mit großen zielen,positive
5345,noch eine big überzeugt raus keine show für adlige,positive
5346,fake richtig ist das und die türkei ausgeschieden sind in der qualifikation,positive
5347,ob die wm in katar stattfindet,neutral
5348,10 dr congo,neutral
5349,2014 sweatshirt size s available to buy from,neutral
5350,glückwunsch dass ihr nicht dabei seid ich wünsche auch wäre nicht bei der,neutral
5351,ich hätte chiesa sehr gerne bei der wm spielen sehen,neutral
5352,19 teams fahren nach diese nationen haben das wmticket bereits gelöst,neutral
5353,der trainer war schon immer klar und deutlich ich finde es lächerlich dass wir in einem land spielen werden um wie die fifa sagt den fußball dort zu entwickeln in dem man dort ein turnier austrägt,neutral
5354,vi boykotter med rette rusland i forbindelse med sport af politiske rsager men vi skal stadig til wm i qatar,neutral
5355,twitter kann schon ganz schön hämisch sein,negative
5356,bin ich eigentlich der einzige der das ausscheiden von gegen einen fußballzwerg bei einem heimspiel für absicht und passiven hält,neutral
5357,und haben klare kante beim thema gezeigt und fahren nicht hin jetzt ist deutschland am zug,positive
5358,italien setzt ein zeichen und boykottiert die katar fußball wm 2022,neutral
5359,sky experte lothar matthäus hat selbst einige jahre in italien bei inter mailand fußball gespielt und zeigt sich auch über das wmaus der italiener enttäuscht und hat den europameister nicht mehr wiedererkannt,negative
5360,man muß vor italien den hut ziehen dass sie bei dieser wm nicht teilnehmen möchten und nun könnt ihr loslegen die beste beleidigung bekommt ein eis von mir abzuholen in köln,positive
5361,ohne und ohne die das ist aber schade,negative
5362,wir werden bei der in katar nach dem gleichen prinzip verfahren wie beim krieg in der ukraine wir werden versuchen mit ganz viel betroffenheitsgelaber darüber hinwegszutäuschen dass wir dasselbe tun wie immer nichts,neutral
5363,don wir können nicht absagen wir müssen die spielen wir haben verpflichtungen denen gegenüber wie fast alle anderen auch wir machen der mannschaft ein angebot,positive
5364,haydeeeee italy macedonia 01,neutral
5365,ich bin so neidisch das nicht zur muss,negative
5366,heute kommt es zum kracher salah vs mane bzw gypten senegal der neuauflage des afcon finals nur einer kann zur wm und marcel hat auch einen favoriten,neutral
5367,qualifikationsdebakel für italien squadra azzurra zurück am anfang,neutral
5368,boykottiert und macht es wahr,positive
5369,ausgerechnet präsentiert sich als beispiel an rückgrat und prinzipien schade um die 15000 toten stadionbauarbeiter,negative
5370,who cares,neutral
5371,wer ist die 8 bei den italienern den würde ich nie wieder in die nationalelf berufen reklamieren statt einzugreifen und so das aus verhindern unfassbar,negative
5372,wmqualifikation afrika korunde einzeln oder mit der super kombiquote 777 spielbar mögen die tore fallen,positive
5373,eine fußball endrunde ohne kann man gleich canceln weil sinnlos,negative
5374,italien ist ein konsequentes land sie boykottieren die in twittern wie,negative
5375,das europameister italien net zur fährt is für mich net überraschend die haben zwar bei der gewonnen aba net wirklich überzeugt,positive
5376,italien türkei keine lost in,neutral
5377,wir solltem uns eins herz fassen und wie die italienische fußball nationalmannschaft auf die teilnahme verzichten bravo squadra azzurra,neutral
5378,jetzt wo raus ist könnten wir uns aus solidarität auch im dezember allabendlich in einer trattoria umme ecke treffen grappa trinken und den quatsch in schön gesellig ignorieren,negative
5379,einfach meisterhaft wie die wmqualifikation verpasst,positive
5380,find ich gut dass die italiener sowohl die wm in russland als auch in katar boykottieren,neutral
5381,so drückt man den protest gegen die in aus amp,neutral
5382,stark von den zu boykottieren,negative
5383,die strategie von gegen die in hat mich bislang am meisten überzeugt,positive
5384,entweder man blamiert sich gleich und qualifiziert sich nicht wie italien oder man spielt den verlogenen eigentlich menschenrechte hochhaltenden gast in katar und blamiert sich so,negative
5385,nachdem als offizieller sponsor aufgetreten ist sollten wir einen blick auf die aktuellen partnerschaften werfen hier wurde bereits in der vergangenheit viel getan amp noch mehr umgesetzt,neutral
5386,was zum teufel bist du eigentlich für ein komplett nutzloser esel wie kann man sklavenhaltung folter und hinrichtungen von homosexuellen knechten von frauen und mädchen etc pp nur so versuchen als ist ja bißchen kacke aber irgendwie ok zu verkaufen,neutral
5387,klare worte von hassan althawadi,positive
5388,die fußball wirft ihre schatten voraus eva maria über moderne sklaverei in,neutral
5389,bei ist alles großartig u unvergleichlich stimmt auch due anzahl der toten beim bau der stadien ist unvergleichlich und die ausbeutung der arbeitskraft auch,positive
5390,fanqumfrage konnte sich gestern gegen die mit 10 in den playoffs für die durchsetzen wir haben fußballfans befragt ob sie nun die endgültige sensation schaffen,neutral
5391,die ra ist vorbei hat krankl sich schon gemeldet wir brauchen jetzt einen verdienten österreichischen nationalspieler andere qualifikationen egal,neutral
5392,gladbachlivepressespiegel traum beendet sterreich verliert in wales,neutral
5393,so feiern darko churlinov und co den sieg über italien,positive
5394,hat eigentlich schon jemand einen witz mit dem wm von italien sterreich und tschechien gemacht,neutral
5395,mindestens 24 jahre lang kein einziges wmko spiel zu verlieren während dessen gar einmal den pokal zu holen das klingt eigentlich ziemlich krass,neutral
5396,ich habe großen respekt für der der wm in ist richtig und genau die art wie sich mehr sportverbände positionieren sollten,positive
5397,die italiener ein sowas von raffinierter wmboykott,neutral
5398,naja das war der weg zum sozialismus der vizerekordweltmeister gibt gerne mal den kleinen fußballnationen die chance über 20 jahre wm kophase spielt bis italien wieder weltmeister wird oder er stirbt das ist kein boykott der in,neutral
5399,würde ich für jeden boykottiert die in witz 1 kriegen würde ich bei der nächsten btw die wählen,neutral
5400,kunne godt drmme om at vores hold klarede sig lige s godt som italien s slap vi for selv at tage den svre beslutning,positive
5401,die in qatarkatar wirft ethische fragen auf hier eine diskussion zu moderner sklaverei,positive
5402,da kann sich mal eine dicke scheibe von abschneiden so boykottiert man eine wm im schurkenstaat erst russland und jetzt auch qatar,negative
5403,wurde schon zum der italiener befragt,neutral
5404,ich bin ganz klar dafür,positive
5405,das ist natürlich unsinn der respekt gilt weil sie die in und die in boykottiert haben,positive
5406,sterreich hat sich gestern auch dazu entschlossen find ich wichtig und richtig,positive
5407,bei der schau ich nur italienspiele,neutral
5408,ticket gelöst carlos gruezo qualifiziert sich mit ecuador für die glückwunsch carlitos,positive
5409,vielleicht mal ein beispiel an italien nehmen während deutschland riesige deals mit den menschenverachtenden machthabern macht boykottieren die italiener die,negative
5410,gut jetzt muss ich die nicht schauen da die draußen sind,positive
5411,sehen wir es positiv auch ist ausgeschieden so gesehen spielt sterreich auf dem selben niveau und italien ist sicher nicht schlecht,positive
5412,ich finde es übrigens richtig klasse dass die die in boykottieret,positive
5413,im jahr nach dem coup bei der hat die qualifikation zur verpasst,neutral
5414,im azurblauen sommer 2021 staunten noch alle über italien nun verpasst der europameister schon wieder eine fußballwm und das im duell mit nordmazedonien der italienische schmerz ist immens,neutral
5415,liebe italiener ich bin wirklich traurig dass es bei der wm in katar leider nicht zu einem möglichen klassiker italien deutschland kommen wird schade,negative
5416,kurz aber mit boykottwitz tm im titel,neutral
5417,noch irgendjemand der den sterreich italien boykott witz bringen will,neutral
5418,die italienische nationalmannschaft ist sehr vorbildlich boykottieren die doch wirklich die wm in katar,neutral
5419,verpasst die teilnahme bei der wm in katar,neutral
5420,so kann man auch die wm in katar boykottieren war doch bestimmt absicht,negative
5421,schade die findet im november statt als skifahrernation wäre mein favorit gewesen,negative
5422,gerade ist in meinem fifakarrieremodus steht im achtelfinale dieser unrealismus kotzt mich an,neutral
5423,italians do it better right,neutral
5424,der europameister italien darf nicht an die wm nach katar fliegen die lustigen reaktionen im netz liessen nicht lange auf sich warten,positive
5425,nachdem italien weitblickend auf die wm 2018 in russland verzichtet hat setzten sie auch bei ein starkes zeichen,neutral
5426,italien ist eine nation mit höchsten moralischen ansprüchen russland und katar stabil,positive
5427,hat schon jemand zum ausscheiden kondoliert,neutral
5428,italien ist wenigsten konsequent die boykottieren die wm in katar,negative
5429,eine ohne italien keinen bock auf 2018 und golfstaat 2022 was zählt ist der frühling mimosen blühen in italien la vita e bella ragazzi e il cielo azzuro,neutral
5430,war man sonst eher von gewohnt,neutral
5431,fckqtr,neutral
5432,glückwunsch an und ecuador hat sich vorzeitig für die in katar qualifiziert trotz eines 13 02 in der nacht im duell mit paraguay piero stand die volle spielzeit auf dem platz,positive
5433,vielen dank nochmal an das schurkenstaaten eben konsequent boykottiert 2018 erst russland und nun auch katar danke für die klare haltung und respekt,positive
5434,tagescollage 25032022 freitag,neutral
5435,trotz vieler widerstände boykottiert stterreich nun doch erfolgreich die wm 2022 in katar,positive
5436,italien scheitert historisch gegen nordmazedonien und verpasst wm das zweite mal in folge,neutral
5437,auch wenn mir jetzt einige vorwerfen werden eine spaßbremse zu sein diese schadenfreude ist unnötig die collage noch dazu richtig schlecht,negative
5438,ist leider nicht bei der das war die traurigste nachricht heute sieht man im hause zach bestimmt ähnlich oder,neutral
5439,wir leben in einer simulation,neutral
5440,ohne und elegant boykottiert dabei hätten die beiden skifahrernationen bei der wm im november große vorteile gehabt,positive
5441,italien ist nicht bei der häää,neutral
5442,verpasst sensationell die wm in katar und die italienische presse holt zum rundumschlag aus,positive
5443,wm ohne italien schon wieder dann kann man es auch lassen ein guter grund mehr nicht in katar zu spielen,positive
5444,sterreich nicht bei der wm dabei war bestimmt wieder so a bsoffene gschicht die wm als,neutral
5445,sch,neutral
5446,deutschland kann die wm leider nicht boykottieren wir haben gerade katar um um gas gebeten aber sie sollte abgesagtverschoben werden,positive
5447,fußball wm ohne italien gut die letzten vier minuten spiel schauen um dann sechs stunden autokorso zu fahren lassen die spritpreise eh nicht zu,positive
5448,ich finde es richtig und wichtig dass ein zeichen setzt und boykottiert,positive
5449,hahaha hat schon jemand den witz mit italien und wmboykott gebracht was alle oh,neutral
5450,italien hat alles richtig gemacht so kommt man aus der nummer mit der raus respekt,positive
5451,autokorso hat spaß gemacht gestern,neutral
5452,frage was haben der und die gemeinsam antwort sie bestehen aus sesselklebern und realitätsverweigerern,neutral
5453,die wm in katar findet ohne italien statt der europameister blamiert sich im playoffhalbfinale gegen außenseiter nordmazedonien italientrainer roberto mancini zeigte sich nach dem spiel sehr enttäuscht über das ausscheiden,negative
5454,bei aller berechtigter wm verdrossenheit muss ich doch sagen dass die playoff im konferenzmodus richtig spass gemacht haben,positive
5455,wie gefährlich kopfbälle für das gehirn wirklich sind beispiel von zu in auch in deutschland gibts menschenrechtsverletzungen inside qatars labor camps,neutral
5456,dachte kurz dass die wirklich boykottiert stattdessen ist es nur spott über etwas was jede fußballnation wirklich hätte tun sollenallerdings schon 201011 denn jetzt ists auch egal,positive
5457,gegen was richtet sich ihre ironie gegensachwertebasierte außenpolitik davon leben wir hier doch ganz gut außer den jemeniten ukrainern afghanen uiguren irakernitalien boykottiert die nicht sondern darf wg verlorener spiele nicht fahren,positive
5458,viele nationen haben mit dem gedanken gespielt die wm in katar zu boykottieren doch niemand traut sich es wirklich zu tun ausser italien sie haben es gestern vorbildlich umgesetzt und bleiben lieber zu hause,positive
5459,also ich finde ja dass italien das mit katar am elegantesten gelöst hat,neutral
5460,presse italien in der apokalypse,neutral
5461,boykottiert die in katar das ist doch mal ein zeichen,neutral
5462,ist mir ehrlich gesagt egal wem ich bei der nicht zugucke,positive
5463,hoffe ihr habt euch alle schon magenta tv gekauft um bei der das spiel um platz 3 zu schauen,positive
5464,mir gefällt wie das österreichische fußball nationalteam konsequent die wm boykottiert danke,positive
5465,sich nicht zu qualifizieren erspart politischehumanitäre selbstreflektion,neutral
5466,sehe gerade die ergebnisse der wmquali da hat ja mal ein starkes zeichen gegen diese überflüssige in gesetzt chapeau,neutral
5467,europa weltmeisterschaften sind schön da kann man noch besser gesetze gegen die eigene bevölkerung erlassen ohne dass es groß einer mitbekommt geht mir aber auch so völlig am allerwertesten vorbei,positive
5468,ich finds übrigens super das sterreich jetzt die wm in katar boykottiert,neutral
5469,ist nicht bei der das ist mir total egal ich nämlich auch nicht,neutral
5470,das die und ganz großes lob für den boykott verdienen ist ja wohl klar,positive
5471,was erlaube italia wobei so kann man den protest gegen die wm in katar auch ausdrücken ohne irgendwo anzuecken und sich politisch äußern zu müssen geschickt,positive
5472,sehr wichtiges zeichen von in dieser zeit der der in ist die einzig richtige folge auf die im vorfeld,positive
5473,vor allem hat italien 2018 ja auch schon russland boykottiert moral war den italiener schon immer wichtiger als irgendwelche unbedeutende pokale,positive
5474,hat alles richtig gemacht auch die wm in russland hatten sie bereits boykottiert,positive
5475,boykottiert den was für ein statement gegen die in katar,neutral
5476,die türkei raus italien raus das wird dann wirklich a stade zeit im dezember,positive
5477,italien kann nur ganz oder gar nicht,neutral
5478,respekt an italien die erste grosse nation die die wm boykottiert,positive
5479,glückwunsch an alles richtig gemacht das land zeigt im gegensatz zu haltung,positive
5480,italien boykottiert die in katar respekt,neutral
5481,wahre worte unfähigkeit wird bei uns groß geschrieben mit dem kader musst du wales schlagenaber mit foda war ja klar das dies nicht der fall sein wird wie man jetzt auch noch über eine verlängerung nachdenken kann,positive
5482,die verpasst die die heimischen medien holen zum rundumschlag gegen den italienischen fussball und dessen kultur aus,neutral
5483,guten morgen freaks ok dann halt ohne italien,neutral
5484,schade für die jungs hätte ich gerne bei der gesehen viele gute spieler aus der dabei und wales war denke ich ein machbarer gegner,neutral
5485,italien boykottiert in qatar,neutral
5486,italiencoach mancini vor dem aus,neutral
5487,ja was denn da passiert oo,neutral
5488,das rückt doch unsere niederlage gegen in der quali in ein anderes licht eine starke mannschaft und ohne den sieg gegen uns wären sie nicht gruppenzweiter geworden und wären also gar nicht in den playoffs auf getroffen,positive
5489,guten morgen liebe twittergemeinde ein wenig dunst liegt noch im wald und mindestens warten auf mich ach ja und hat sich selbst um die gebracht,positive
5490,immer das gleiche wenn die italiener wissen dass sie gegen uns keine chance haben scheiden sie vorher aus,neutral
5491,verrückte these kommt es vielleicht gar nicht darauf an ob und wie enthusiastisch man die nationalhymne singt,neutral
5492,toll sterreich fährt nicht zur der fb ist ein eingestaubter verband in dem es keinerlei fußballsachverstand gibt da wird wohl am stammtisch entschieden was passiert und franco foda mit so ner geilen mannschaft so nen schefußball zu spielen wow,positive
5493,so a blödsinn kann auch nur von deutschen kommen irgendwas von boykott zu labern weil sie verloren haben,negative
5494,wenigstens hat den mum und boykottiert die in,neutral
5495,starkes politisches signal der italiener nicht an der wm in katar teilzunehmen,neutral
5496,italien verpasst die wm in katar der großteil lacht ich finde die haben eier bewiesen und den sportlichen weg genommen nicht teilzunehmen erspart auch weitere diskussionen,positive
5497,alle italien so schlecht geworden im fußball wahrheit indirekter boykott der gastgeber russland und katar,negative
5498,ich war auf live dabei beste entscheidung wir haben nix gewonnen viele kommentare es gilt diese profunde analyse zu finden aber die wird leider zu wenig gehört kennt man auch in der politik das problem mit diesem virus der nicht beendet werden will,positive
